Index,sentence_id,match_id,masked_text,form_grammatical_erg,form_ungrammatical_dat,form_ungrammatical_nom,p_form_grammatical_erg,I_form_grammatical_erg,p_form_ungrammatical_nom,I_form_ungrammatical_nom,p_form_ungrammatical_dat,I_form_ungrammatical_dat,certainty
0,wiki_customs_00832,2,"მისმა [MASK] შექმნა 20-ზე მეტი საბაჟო და 50 საბაჟო კონტროლის წერტილი, რათა თავიდან აიცილოს კონტრაბანდის შემოტანა და საბაჟო წესების დარღვევა.",სტრუქტურამ,სტრუქტურას,სტრუქტურა,3.5471413486018105e-08,24.7487679383088,4.097224689259022e-10,31.184633937385346,4.2406583412061273e-10,31.13499269543781,0.77
1,wiki_cybernetics_00852,17,"შეისწავლის შემეცნებით ფსიქიკურ პროცესებს, ფსიქოლოგიის ამ მიმართულების დაფუძნებას და გავრცელებას ხელი შეუწყო კიბერნეტიკისა და ინფორმატიკის [MASK].",განვითარებამ,განვითარებას,განვითარება,0.07142814966718536,3.8073634407055956,0.08291264623403549,3.5922640245111563,0.007292559396140814,7.0993590530869595,0.78
2,wiki_energy_01027,7,"კინეტიკური ენერგიისა და პოტენციური ენერგიის გარჩევა [MASK] საკმაოდ დიდი ხნის წინ დაიწყეს, ჯერ კიდევ არისტოტელეს ჰქონდა კონცეფციები ე.წ. აქტუალურობისა და პოტენციურობისა.",მეცნიერებმა,მეცნიერებს,მეცნიერები,0.006691024702879353,7.223557114070943,8.955041165063405e-05,13.446940410344354,1.7791355579896768e-05,15.778464036125856,0.7
3,wiki_ethics_01131,1,[MASK] შემოგვინახა არსებითი ცნობები სოკრატეს ეთიკურ შეხედულებებზე.,მანვე,მას,იგი,3.082301554968587e-17,54.848769599196274,1.000000000000001e-12,39.86313713864835,1.000000000000001e-12,39.86313713864835,1.0
4,wiki_farming_01202,8,"მეცხოველეობის წარმოშობა იმ პერიოდს უკავშირდება, როდესაც [MASK] გარეული ცხოველები მოიშინაურა და სამეურნეო მიზნით გამოიყენა.",ადამიანმა,ადამიანს,ადამიანი,2.1129861085778024e-08,25.496141476516907,0.001950029050931334,9.002288667701368,0.008184317499399189,6.932922171113086,0.79
5,wiki_historiography_01456,1,"[MASK] ""სამართლიანად გამოიწვია შეშფოთება თანამედროვე მეცნიერებში"".",ამან,ამას,ეს,2.266134060846529e-18,58.61447249677108,1.000000000000001e-12,39.86313713864835,1.000000000000001e-12,39.86313713864835,1.0
6,wiki_hydrology_01568,10,"პრაქტიკული გამოყენება ჰპოვა სელური მოვლენებისა და მდინარეთა მყარი ჩამონადენის [MASK] (ი. ხერხეულიძე, მ. გაგოშიძე, გ. ხმალაძე და სხვ).",შესწავლამ,შესწავლას,შესწავლა,3.3981243180515108e-09,28.132614220488374,1.408240371561031e-06,19.437674961725865,9.527221621333912e-09,26.645297304859966,0.81
7,wiki_irrigation_01719,13,"2008 წლის აგვისტოს ომის შემდეგ არხის სათავე ე.წ. სამხრეთ ოსეთის დე ფაქტო [MASK] გადაკეტა, რის შედეგადაც მრავალი სოფელი სარწყავი წყლის გარეშე დარჩა.",ხელისუფლებამ,ხელისუფლებას,ხელისუფლება,0.20788296175489052,2.266156576224681,0.21008959412574768,2.250923388730584,0.0009528972496192639,10.035391722031894,0.76
8,wiki_law_01766,3,რომაულმა კერძო [MASK] საჯაროსთან შედარებით ბევრად მნიშვნელოვანი კვალი დატოვა სამართლის ისტორიაში.,სამართალმა,სამართალს,სამართალი,4.551387132263791e-09,27.711046549586683,7.47239336629632e-09,26.99578244970593,4.943452700241462e-10,30.913761920508822,0.93
9,wiki_literary_01821,3,თავდაპირველად ამ [MASK] პოპულარობა გერმანიაში მოიპოვა (მანამდე ფართოდ იყო გავრცელებული „ლიტერატურის ისტორია“).,ტერმინმა,ტერმინს,ტერმინი,0.0009847552915026175,9.987947115484618,4.071614079274266e-06,17.90596774472353,2.0125534937685468e-05,15.600613343796423,0.94
10,wiki_mechanics_01979,1,[MASK] დასრულებული სახე მიიღო ისააკ ნიუტონის შრომებში.,მექანიკამ,მექანიკას,მექანიკა,2.4255608845166126e-24,78.4479558839162,3.4789860352679896e-24,77.9276073893392,9.165247976921519e-26,83.17395655191072,1.0
11,wiki_medicine_02020,4,"ბუნებისმეტყველებისა და ტექნიკის [MASK], კლინიკურ-ანატომიური და კლინიკურ-ექსპერიმენტული მიმართულებების განვითარებამ, ავადმყოფობის კვლევის ობიექტურმა მეთოდებმა განაპირობებს მეცნიერული მედიცინის ჩამოყალიბება.",მიღწევებმა,მიღწევებს,მიღწევები,3.4665267560071783e-15,48.035430527457066,8.179642870434405e-14,43.47495547306787,5.142505559955794e-15,47.46644997475151,0.76
12,wiki_metallurgy_02045,7,ლითონმცოდნეობის დამოუკიდებელ მეცნიერებად ჩამოყალიბება განაპირობა ტექნიკურმა [MASK].,მოთხოვნებმა,მოთხოვნებს,მოთხოვნები,7.102905554837864e-08,23.747015456724974,2.6937650827217406e-11,35.111585001709805,4.565964582521694e-13,40.99414556469112,0.77
13,wiki_metaphysics_02050,2,ფარდობითობის [MASK] უარყო აბსოლუტური უძრაობის არსებობის მეტაფიზიკური თვალსაზრისი.,თეორიამ,თეორიას,თეორია,6.913183950911451e-06,17.142218254913434,3.8818044949363405e-05,14.652913015140632,5.066538715034799e-07,20.912496180096664,0.71
14,wiki_metaphysics_02067,1,"[MASK] ვერ შეძლო ბუნების მრავალფეროვნების ახსნა, არსის მეტაფიზიკა დაუპირისპირა ფიზიკას, როგორც ბუნების ფილოსოფიას.",პარმენიდემ,პარმენიდეს,პარმენიდე,1.744727860834589e-26,85.56712844177824,3.90847041114698e-26,84.40352635109915,7.417114983263783e-26,83.4792723326126,1.0
15,wiki_mineralogy_02109,4,1635 წელს იტალიელმა [MASK] ბ. ცეზიუსმა შემოიღო ტერმინი „მინერალოგია“.,მეცნიერმა,მეცნიერს,მეცნიერი,0.0026541998820846075,8.55750726360216,8.255409293822756e-07,20.208156920117183,2.835373288222416e-07,21.749957979973413,0.71
