Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_dat,I_form_ungrammatical_dat,p_form_ungrammatical_erg,I_form_ungrammatical_erg,certainty
0,wiki_electricity_00993,6,"დამუხტული სხეულების ურთიერთქმედებას სწავლობს ფიზიკის [MASK] კლასიკური ელექტროდინამიკა, რომელიც სამართლიანია მანამ, სანამ კვანტური ეფექტები უმნიშვნელოა.",დარგი,დარგს,დარგმა,1.342939454084922e-08,26.15003049622517,6.72822385699198e-11,33.79098333697894,3.444868537844979e-10,31.434832020637216,0.68
1,wiki_engineering_01049,2,კომპიუტერული [MASK] უმეტესად სწავლობენ ელექტრო და პროგრამულ ინჟინერიას.,ინჟინრები,ინჟინრებს,ინჟინრებმა,1.2840305323937148e-06,19.57088906124925,5.477244579558319e-09,27.44390255042506,2.018226740940043e-11,35.528120778308896,0.76
2,wiki_environment_01095,1,"[MASK] თავისი სამეურნეო საქმიანობით (ტყის გაშენებით ან გაჩეხვით, ჭაობების ამოშრობით, უდაბნოების მორწყვით და ა.შ.) სახეს უცვლის (გარკვეული ტერიტორიის ფარგლებში) ჰავას, რომელზედაც განსაკუთრებით უარყოფითად მოქმედებს ატმოსფეროს დაჭუჭყიანება.",ადამიანი,ადამიანს,ადამიანმა,1.000000000000001e-12,39.86313713864835,1.000000000000001e-12,39.86313713864835,4.02240029728911e-23,74.39628952091101,1.0
3,wiki_epidemiology_01113,1,"[MASK] „ეპიდემია“ გულისხმობს ინფეცქიური დაავადებების (გადამდები) სწრაფ მატებას ან იმ ახალი დაავადებების გავრცელებას, რომლებიც მანამდე არ გვხვდებოდა მოცემულ ტერიტორიაზე.",ტერმინი,ტერმინს,ტერმინმა,5.2264394980739115e-18,57.40887726011684,8.228552701439211e-19,60.075995101747964,7.478332690880082e-19,60.21391714861936,1.0
4,wiki_ethics_01132,15,"ეთიკის კოდექსს არ გააჩნია კანონის ძალა და ემყარება ადამიანთა ჯგუფის მიერ დადგენილ წესებს, [MASK] თავის მხრივ ითვალისწინებენ საზოგადოებაში დადგენილ მორალურ წესებს და საერთაშორისოდ აღიარებულ ნორმებს ამა თუ იმ სფეროში.",რომლებიც,რომლებსაც,რომლებმაც,0.9476310014724731,0.07760269818870776,0.0008139371057040992,10.262795060235344,0.0005384024698287248,10.859027351470685,0.98
5,wiki_ethics_01145,2,"ღირსების [MASK] მოქმედების მორალურ ღირებულებას პიროვნების ეთიკური გადმოსახედიდან აფასებს, არა როგორც დეონტოლოგია, კონსეკვენციალიზმი, ან პრაგმატული ეთიკა.",ეთიკა,ეთიკას,ეთიკამ,9.74014825948172e-10,29.935337216443713,2.930351953608819e-10,31.668206997116148,5.604336663099499e-12,37.37659351485762,0.72
6,wiki_ethnography_01152,3,"ამ სკოლის [MASK] კაცობრიობის კულტურას განიხილავდნენ როგორც პროგრესული განვითარების ერთიან, კანონზომიერ პროცესს.",წარმომადგენლები,წარმომადგენლებს,წარმომადგენლებმა,0.01694827154278756,5.882718041121089,1.307386463841918e-06,19.544882904048364,5.7812830951262674e-05,14.07825075514638,0.8
7,wiki_ethnography_01165,1,[MASK] წარმოადგენს საქართველოს მინიატურულ მოდელს და ასახავს მის მრავალფეროვან ეთნოკულტურას.,მუზეუმი,მუზეუმს,მუზეუმმა,1.000000000000001e-12,39.86313713864835,2.4155652369453203e-21,68.48812917660791,3.9033424702283976e-22,71.11770804047023,1.0
8,wiki_history_01498,10,"სამეცნიერო დაწესებულება არის მეცნიერთა და სხვა პირთა გაერთიანება, [MASK] სამეცნიერო კვლევებს აწარმოებენ.",რომლებიც,რომლებსაც,რომლებმაც,0.9479225277900696,0.07715894013122401,0.00109370902646333,9.836555314277494,0.001954319421201945,8.999117998664754,0.98
9,wiki_industry_01633,3,თურქეთის საავტომობილო [MASK] მნიშვნელოვან როლს თამაშობს ქვეყნის ეკონომიკის საწარმოო სექტორში.,მრეწველობა,მრეწველობას,მრეწველობამ,1.2841862636522291e-13,42.82421076148189,6.4681806362225e-17,53.77941764371337,1.2653431770883374e-16,52.81132080304996,0.87
10,wiki_international_01662,7,"საერთაშორისო სამართლის ქვესახეობას წარმოადგენს საერთაშორისო საზღვაო [MASK], საერთაშორისო საჰაერო სამართალი, საერთაშორისო სამართალი კოსმოსური სივრცის გამოყენების თაობაზე, ადამიანის უფლებები, საერთაშორისო ეკონომიკური სამართალი, საერთაშორისო გარემოს დაცვის სამართალი.",სამართალი,სამართალს,სამართალმა,7.629462809996752e-06,16.99998708875676,2.045150508786422e-11,35.5090020244132,3.947152336631895e-10,31.23846874910997,0.81
