Index,sentence_id,match_id,masked_text,form_grammatical_nom,form_ungrammatical_dat,form_ungrammatical_erg,p_form_grammatical_nom,I_form_grammatical_nom,p_form_ungrammatical_dat,I_form_ungrammatical_dat,p_form_ungrammatical_erg,I_form_ungrammatical_erg,certainty
0,wiki_cytology_00865,1,"[MASK] შედგება გარე შრისა და მის ქვეშ განლაგებული პლაზმური მემბრანისაგან, რომელიც უშუალოდ ციტოპლაზმას შემოსაზღვრავს.",იგი,მას,მან,2.288551986806552e-10,32.024845884264685,2.215300609620386e-09,28.749850372550362,8.339894996822755e-09,26.837323634407056,1.0
1,wiki_economics_00942,13,"2007 წელი „ეკონომიკური ბუმის“ პერიოდი იყო, რადგანაც ეკონომიკის 12.3%-იანი [MASK] დაფიქსირდა.",ზრდა,ზრდას,ზრდამ,0.7710770964622498,0.37505297907513385,0.022972650985991442,5.443938840082732,0.030658362210166826,5.027575560435608,0.9
2,wiki_electrochemistry_01003,4,"ამ ამოცანების შესაბამისი [MASK] განიხილება ელექტროდიკაში, რომელიც სწავლობს ორი ფაზის საზღვარზე მიმდინარე მოვლენებს, ამ მოვლენების თერმოდინამიკას, ფაზათა საზღვრის აგებულებასა და ელექტროქიმიის კინეტიკის კანონებს.",თეორია,თეორიას,თეორიამ,3.530176459577208e-06,18.11182826939877,1.919865948857098e-08,25.63441917818927,2.168399866881531e-09,28.780722030517268,0.8
3,wiki_engineering_01052,2,"კომპიუტერული [MASK] ძირითადად წერენ პროგრამებს მიკროკონტროლირებისა და მიკროპროცესორებისთვის, ქმნიან VLSI ჩიპებს, პლატებს და ოპერაციულ სისტემებს შესაბამისი მოწყობილებისთვის.",ინჟინრები,ინჟინრებს,ინჟინრებმა,3.936413683233385e-11,34.564327200271855,9.625037082380187e-16,49.88405741922103,1.4782465428927483e-19,62.552746899717974,0.73
4,wiki_engineering_01065,5,"კომპიუტერული ინჟინერიის პირველი სასწავლო [MASK] 1972 წელს აშშ-ში, კლივლენდის ერთ-ერთ უნივერსიტეტში დამკვიდრდა.",პროგრამა,პროგრამას,პროგრამამ,0.28005704283714294,1.8362073854435148,0.0003100969075083005,11.654993241037435,0.0010652920253826493,9.87453531822907,0.79
5,wiki_entomology_01072,6,"აქვთ 2 წყვილი ფრთა, [MASK] მთლიანად ან ნაწილობრივ დაფარულია ქერცლით, მწუწნავი პირის აპარატი (ხორთუმი).",რომლებიც,რომლებსაც,რომლებმაც,0.12760864198207852,2.9702020594953567,4.60189803561661e-05,14.407411456355023,5.192299795453434e-06,17.55519488457584,0.96
6,wiki_epidemiology_01121,8,1992 წელს ჩამოყალიბდა განსაკუთრებით საშიში პათოგენების კვლევითი [MASK].,ცენტრი,ცენტრს,ცენტრმა,0.03077776543796062,5.021967698478927,2.0726369667176685e-07,22.202029221272113,6.2971868511950205e-09,27.24264537810827,0.96
7,wiki_ethics_01141,3,"ჟურნალისტთა ეთიკის [MASK], შექმნილია და მიღებულია 2001 წელს საქართველოს ჟურნალისტთა დამოუკიდებელი ასოციაციას მიერ.",კოდექსი,კოდექსს,კოდექსმა,0.0003371313864840874,11.534401432983564,7.690406653739399e-07,20.310436777100932,9.833998651296892e-08,23.27764660180161,0.8
8,wiki_ethnography_01154,15,"ტერმინი „ეთნოგრაფია“ პირველად 1607 წელს იხმარეს, თუმცა ამ მეცნიერული დისციპლინის აღსანიშნავად [MASK] საბოლოოდ დღემდე არ დამკვიდრებულა.",იგი,მას,მან,0.06946880370378494,3.8474909363400287,0.013823579996824268,6.176724900038585,0.0006348792812786997,10.62123008192813,0.84
9,wiki_fantasy_01178,1,"[MASK] „ეპიკური ფენტეზი“ (ინგლ. high fantasy) პირველად 1971 წელს ლოიდ ალექსანდრის მიერ იქნა გამოყენებული, ესეში „ეპიკური ფენტეზი და ჰეროიკული რომანტიზმი“ (ინგლ. High Fantasy and Heroic Romance).",ტერმინი,ტერმინს,ტერმინმა,4.5536165998782933e-17,54.28576478685864,1.251436424354327e-17,56.149192612189545,1.7352871282128115e-18,58.99953131077361,1.0
10,wiki_geochemistry_01318,1,"[MASK] ემიჯნება გეოლოგიურ, ფიზიკურ და ქიმიურ მეცნიერებებს და ბიოგეოქიმიის საშუალებით უკავშირდება ბიოლოგიას.",იგი,მას,მან,7.0592824918947025e-09,27.07783129910026,1.7989218292768793e-07,22.40636416743029,1.3685998112578098e-07,22.800796010688266,0.99
11,wiki_geochemistry_01334,1,[MASK] გეოქიმია მეცნიერებაში შემოიტანა შვეიცარიელმა ქიმიკოსმა კრისტიან ფრიდრიხ შენბაინმა 1838 წ.,ტერმინი,ტერმინს,ტერმინმა,1.317873364148145e-13,42.78685348662901,9.052092213865891e-14,43.32874204697675,5.826250347571594e-14,43.96442563459323,0.99
12,wiki_geography_01349,3,გეოგრაფიული გარსის [MASK] იცვლება დროსა და სივრცეში.,განვითარება,განვითარებას,განვითარებამ,0.0013702858705073595,9.511307383490776,8.720009268412899e-06,16.807238900894653,1.6267399677669367e-05,15.907656817891587,0.74
13,wiki_history_01509,1,"[MASK] უძველეს ხანაში წარმოიშვა, ხოლო XV-XVI საუკუნეებიდან მეცნიერთა პროფესიული გაერთიანების სახე მიიღო (ხშირად მათ აკადემიებს უწოდებდნენ).",იგი,მას,მან,2.1248532447448757e-11,35.453845840341266,4.114234231078487e-10,31.178657017335556,6.804269370164215e-10,30.452840692747756,1.0
14,wiki_hydrobiology_01542,10,"ჰიდრობიოლოგია — მეცნიერება იმ ორგანიზმების მთელი კომპლექსის შესახებ, [MASK] წყალში (მტკნარ წყლებში, ზღვებსა და ოკეანეებში) ცხოვრობენ.",რომლებიც,რომლებსაც,რომლებმაც,0.9868871569633484,0.019042961975074147,0.00045011055772192765,11.117432974802808,0.00015962790348567077,12.612999518078567,0.99
15,wiki_ideology_01602,1,"[MASK] გამოიყენება, როგორც პოპულარულ, ისე ფილოსოფიურ ტერმინოლოგიაში.",ტერმინი,ტერმინს,ტერმინმა,4.212565077859964e-14,44.43229435446552,3.885579479268466e-15,47.870791651054766,4.962190031562489e-16,50.83987253259599,1.0
16,wiki_international_01675,5,"არსებობს იმდენი საერთაშორისო კერძო [MASK], რამდენი სახელმწიფოცაა მსოფლიოში.",სამართალი,სამართალს,სამართალმა,1.9315070518433104e-07,22.303769719418913,5.84900061647333e-09,27.349162712850422,2.1974054856693903e-11,35.405407929945646,0.72
17,wiki_linguistics_01801,1,"[MASK] მომდინარეობს ლათინური lingua-საგან, რაც ნიშნავს „ენას“.",იგი,მას,მან,6.373414151994432e-08,23.903358347271617,3.292451822289879e-07,21.534334334208715,1.1974389053648342e-06,19.67161651935492,0.99
18,wiki_linguistics_01802,6,"მონათესავედ მიაჩნიათ ისეთი ენები, [MASK] ერთი ენისგან მომდინარეობენ, ერთი ენის დიალექტთა დიფერენციაციის პროცესში გაჩნდნენ.",რომლებიც,რომლებსაც,რომლებმაც,0.988720715045929,0.01636503590491232,0.00021905745961703374,12.156403035606415,6.15222234046087e-05,13.988532831396512,0.99
19,wiki_literary_01831,1,"[MASK] გვევლინება შემფასებლად, მხატვრული ქმნილების ავ-კარგის განმსაზღვრელად.",იგი,მას,მან,4.2355789986459085e-08,24.492865561352758,2.6766770133690453e-07,21.833053600437665,3.1637833330933073e-07,21.59184586180127,0.99
20,wiki_literary_01839,2,"ლიტერატურის [MASK] ეფუძნება ხელოვნების თეორიასა და ფილოსოფიას, მჭიდრო კავშირი აქვს რელიგიასთან, ლინგვისტიკასთან, ესთეტიკასთან, კულტუროლოგიასთან, ანთროპოლოგიასთან, ფსიქოლოგიასთან და ა.შ.",თეორია,თეორიას,თეორიამ,0.00014957413821774256,12.706851628724863,4.6993027745405145e-07,21.021049941108387,5.402655092760512e-08,24.14175617630938,0.7
21,wiki_literature_01857,5,პოეზიისა და მუსიკის მჭიდრო [MASK] განპირობებულია მათი ძირითადი მასალის ბგერითი ბუნებით.,კავშირი,კავშირს,კავშირმა,0.7075677514076233,0.49905979861776206,3.53946496151975e-09,28.073821560260082,3.983780340537592e-09,27.903214752351772,0.91
22,wiki_management_01907,12,"პროექტის შედეგები (Deliverable) წარმოადგენენ მატერიალურ ან არამატერიალურ ობიექტებს, [MASK] შექმნილია პროექტის ფარგლებში და განსაზღვრულია დამკვეთისთვის გადასაცემად.",რომლებიც,რომლებსაც,რომლებმაც,0.7071861028671265,0.4998381707259981,0.000245615345193073,11.991311681453869,0.00031195546034723526,11.646372317523229,0.94
23,wiki_material_01948,3,"ამ მასალების [MASK] ტრადიციულად ცალკეულ სეგმენტებად და სპეციალობებად იყოფა, მაგ. დურგლობა, სანტექნიკა, თბოიზოლაცია, გადახურვა და ა.შ.",გამოყენება,გამოყენებას,გამოყენებამ,0.42433613538742065,1.2367205547823041,0.0021400537830945365,8.868137230265221,0.002431594193573445,8.683881805785786,0.77
24,wiki_mathematics_01976,1,"[MASK] ნიშნავს რომ, მისი თითოეული მტკიცებულება - თეორემა მიიღება სხვა უკვე ცნობილი თეორემების საფუძველზე, დამტკიცების საშუალებით.",ეს,ამას,ამან,2.4144030774664322e-08,25.3037582092206,2.521834741031627e-09,28.56287911682365,6.280045513980629e-14,43.85621831348512,1.0
25,wiki_metallurgy_02038,1,[MASK] „ლითონმცოდნეობა“ შემოიღეს გერმანიაში XX საუკუნის 20-იან წლებში.,ტერმინი,ტერმინს,ტერმინმა,3.552353291524942e-18,57.96593063907025,4.934454409522009e-19,60.81374322459976,1.9751233537590448e-19,62.13469104511488,1.0
26,wiki_microbiology_02087,3,ამიტომ მათი [MASK] შეიძლება მხოლოდ ელექტრონული მიკროსკოპის საშუალებით.,შესწავლა,შესწავლას,შესწავლამ,4.6668195658979654e-05,14.387200785239829,4.345325539922652e-06,17.812104305463105,3.3314700995583793e-08,24.839265813838168,0.72
27,wiki_morphology_02148,1,[MASK] ორი ნაწილისაგან შედგება: მორფოლოგია და სინტაქსი.,იგი,მას,მან,8.661494854678162e-10,30.104664913145765,2.1086229651245938e-08,25.499123603736184,2.024597591798739e-07,22.23586147720574,0.95
28,wiki_novel_02192,3,"თემატიკის მიხედვით [MASK] შეიძლება იყოს ისტორიული, სოციალური, ფილოსოფიური, საოჯახო-ყოფითი, სათავგადასავლო, ფანტასტიკური და ა.შ.",რომანი,რომანს,რომანმა,0.0009700131647066425,10.009708052323802,8.609508206838406e-08,23.469493928889005,1.2182862065969056e-09,29.61249975495154,0.84
29,wiki_organic_02247,1,"[MASK] მოიცავს დნობის ტემპერატურას, დუღილის ტემპერატურას და რეფრაქციის ინდექსს.",ინფორმაცია,ინფორმაციას,ინფორმაციამ,2.5527947811188086e-11,35.1891314794442,7.783958477780577e-10,30.25877693454851,1.4432631630603944e-16,52.621515134913174,0.98
30,wiki_oriental_02257,2,თავდაპირველად [MASK] უმთავრესად ვითარდებოდა როგორც ფილოლოგიური დისციპლინა.,თურქოლოგია,თურქოლოგიას,თურქოლოგიამ,1.0989320884057734e-09,29.761250620335595,1.3235186485240268e-11,36.1368305210519,7.630773869651242e-12,36.9313077642499,0.98
31,wiki_paleontology_02315,8,პროფესორ გ. ხარატიშვილის სახელობის გეოლოგიისა და პალეონტოლოგიის [MASK] შეიქმნა 1953 წელს.,მუზეუმი,მუზეუმს,მუზეუმმა,0.0003060642920900135,11.673877641217226,5.222018476896773e-10,30.834673386573275,2.113881068788025e-11,35.461314833689585,0.97
